Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,11,1.04ms,2.09ms,19993.88
40,100,30000,11,1.13ms,2.19ms,29992.23
40,100,50000,11,4.76s,6.99s,38262.22
40,100,60000,11,7.25s,10.73s,38382.20
40,100,70000,11,8.99s,13.34s,38666.11
40,100,80000,11,10.38s,15.38s,38690.45
40,100,90000,11,11.40s,16.96s,38772.88
40,100,100000,11,12.31s,18.30s,38597.48
40,100,150000,11,14.88s,22.10s,38731.02
40,100,200000,11,16.18s,24.00s,38927.50
