Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,11,1.06ms,2.06ms,19993.94
40,100,30000,11,1.13ms,2.20ms,29941.52
40,100,50000,11,4.73s,6.93s,38356.70
40,100,60000,11,7.15s,10.57s,38712.98
40,100,70000,11,9.04s,13.36s,38607.57
40,100,80000,11,10.41s,15.42s,38591.56
40,100,90000,11,11.47s,16.99s,38696.58
40,100,100000,11,12.28s,18.22s,38864.49
40,100,150000,11,14.84s,22.04s,39055.73
40,100,200000,11,16.13s,23.99s,38945.52
