Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,612,0.86,1.69,20001.72
40,100,30000,612,0.90,1.69,30002.00
40,100,50000,612,0.87,1.72,50003.21
40,100,60000,612,0.77,2.13,60005.23
40,100,70000,612,0.94,2.52,70003.65
40,100,80000,612,1.05,2.82,80005.26
40,100,90000,612,1.07,3.96,90003.67
40,100,100000,612,1.08,4.53,100004.76
40,100,150000,612,1.88,401.41,149962.31
40,100,200000,612,1.07,2.08,43026.89
