Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,30000,612,0.91,1.70,30001.50
40,100,70000,612,1.31,2.89,70004.42
40,100,100000,612,5816.32,8667.14,70917.29
40,100,150000,612,10575.87,15753.22,70729.59
40,100,200000,612,12935.17,19283.97,70606.16
40,100,300000,612,15302.66,22806.53,70473.03
40,100,400000,612,16482.30,24559.62,70383.43
40,100,500000,612,17186.81,25608.19,70334.83
40,100,600000,612,17661.95,26312.70,70299.81
