Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,11,1.05ms,2.11ms,19994.15
40,100,30000,11,1.13ms,2.20ms,29991.52
40,100,50000,11,4.92s,7.19s,37918.46
40,100,60000,11,7.35s,10.92s,37915.26
40,100,70000,11,9.18s,13.59s,38077.15
40,100,80000,11,10.55s,15.63s,38019.40
40,100,90000,11,11.53s,17.12s,38265.36
40,100,100000,11,12.40s,18.37s,38368.41
40,100,150000,11,14.94s,22.20s,38252.83
40,100,200000,11,16.18s,24.07s,38515.92
