Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,11,1.03ms,2.04ms,19993.45
40,100,30000,11,1.07ms,2.10ms,29992.01
40,100,50000,11,1.22ms,2.52ms,49985.23
40,100,60000,11,2.69s,3.93s,52071.44
40,100,70000,11,5.16s,7.60s,52135.07
40,100,80000,11,7.00s,10.40s,52088.77
40,100,90000,11,8.45s,12.53s,52146.96
40,100,100000,11,9.64s,14.28s,52071.68
40,100,150000,11,13.06s,19.43s,52156.70
40,100,200000,11,14.82s,22.05s,52007.13
