Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,30000,11,0.91,1.70,30000.84
40,100,70000,11,1.06,2.46,70002.32
40,100,100000,11,1.20,5.01,100004.82
40,100,150000,11,5885.95,9060.35,105780.03
40,100,200000,11,9428.99,14147.58,105771.52
40,100,300000,11,12951.55,19316.74,105801.67
40,100,400000,11,14712.83,21921.79,105831.12
40,100,500000,11,15769.60,23494.65,105808.41
40,100,600000,11,16474.11,24543.23,105800.61
