Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,11,1.08ms,2.20ms,19993.62
40,100,30000,11,1.41ms,2.69ms,29991.67
40,100,50000,11,7.33s,10.63s,32167.74
40,100,60000,11,9.22s,13.65s,32520.93
40,100,70000,11,10.82s,16.02s,32392.61
40,100,80000,11,11.97s,17.74s,32353.47
40,100,90000,11,12.89s,19.09s,32319.01
40,100,100000,11,13.63s,20.22s,32157.52
40,100,150000,11,15.74s,23.35s,32497.76
40,100,200000,11,16.75s,24.90s,32844.90
