Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,30000,612,0.87,1.63,29977.46
40,100,70000,612,0.88,1.88,70003.69
40,100,100000,612,1.05,3.39,100005.98
40,100,150000,612,1.14,7.01,150004.17
40,100,200000,612,1.19,9.38,200008.72
40,100,300000,612,1.10,11.46,300011.85
40,100,400000,612,4247.55,6365.18,315086.70
