Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,11,1.00ms,2.02ms,19993.94
40,100,30000,11,1.08ms,2.13ms,29992.65
40,100,50000,11,1.29s,1.79s,47016.84
40,100,60000,11,4.28s,6.28s,47340.51
40,100,70000,11,6.53s,9.63s,47379.94
40,100,80000,11,8.21s,12.16s,47344.15
40,100,90000,11,9.54s,14.16s,47244.77
40,100,100000,11,10.56s,15.67s,47399.75
40,100,150000,11,13.72s,20.38s,47425.27
40,100,200000,11,15.29s,22.72s,47524.84
