Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
20,100,20000,11,1.01ms,1.99ms,19993.96
20,100,30000,11,1.06ms,2.08ms,29991.56
20,100,50000,11,1.13ms,2.35ms,49985.80
20,100,100000,11,8.27s,12.31s,58662.29
20,100,150000,11,12.18s,18.12s,58763.97
20,100,200000,11,14.08s,21.02s,58744.16
