Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
20,100,20000,11,1.03ms,2.01ms,19993.85
20,100,30000,11,1.05ms,2.08ms,29991.41
20,100,50000,11,1.14ms,2.36ms,49985.73
20,100,60000,11,1.01s,1.56s,56929.10
20,100,70000,11,3.67s,5.49s,56977.31
20,100,80000,11,5.72s,8.53s,57091.82
20,100,90000,11,7.27s,10.84s,57256.47
20,100,100000,11,8.63s,12.84s,56890.11
20,100,150000,11,12.35s,18.43s,57181.88
20,100,200000,11,14.28s,21.30s,57060.34
