Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
20,100,30000,11,1.03,2.04,29991.14
20,100,50000,11,0.97,1.95,49986.56
20,100,100000,11,1.14,3.26,99969.62
20,100,150000,11,1.11,4.56,149958.88
20,100,200000,11,1.08,6.20,199939.74
20,100,300000,11,571.39,1079.30,290750.51
20,100,400000,11,5656.57,8609.79,285975.71
20,100,500000,11,8364.03,12574.72,289414.95
20,100,600000,11,10493.95,15589.38,286344.08
20,100,700000,11,11673.60,17448.96,290112.78
