Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,11,1.02,2.06,19993.90
40,100,30000,11,1.05,2.08,29992.41
40,100,50000,11,1.04,2.19,49985.79
40,100,60000,11,1.04,2.42,59982.47
40,100,70000,11,1.11,3.39,69979.63
40,100,80000,11,1.19,3.18,79976.21
40,100,90000,11,1.22,3.75,89973.14
40,100,100000,11,1.24,4.93,99970.84
40,100,150000,11,5898.24,8880.13,105680.49
40,100,200000,11,9420.80,14090.24,105734.68
