Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,11,1.01,2.02,19994.00
40,100,30000,11,1.05,2.06,29991.15
40,100,50000,11,1.02,2.10,49986.38
40,100,60000,11,1.02,2.25,59982.42
40,100,70000,11,1.12,2.67,69979.49
40,100,80000,11,1.21,2.90,79976.74
40,100,90000,11,1.23,4.37,89972.91
40,100,100000,11,1.24,5.72,99971.83
40,100,150000,11,5955.58,8896.51,105266.01
40,100,200000,11,9535.49,14188.54,104733.87
