Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
20,100,20000,11,1.05ms,2.10ms,19994.62
20,100,30000,11,1.13ms,2.19ms,29991.73
20,100,50000,11,5.10s,7.53s,37357.65
20,100,100000,11,12.53s,18.55s,37779.26
20,100,150000,11,15.03s,22.32s,37645.77
20,100,200000,11,16.26s,24.15s,37879.66
