Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,30000,612,0.88,1.64,30002.02
40,100,70000,612,0.87,1.94,70004.16
40,100,100000,612,1.05,3.85,99989.95
40,100,150000,612,1.13,7.09,150007.33
40,100,200000,612,1.18,8.35,200014.17
40,100,300000,612,1.12,10.02,300019.06
40,100,400000,612,1.61,17.01,400017.08
40,100,500000,612,2555.90,3876.86,436144.06
40,100,600000,612,5623.81,8749.06,424705.83
