Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,11,1.02ms,2.00ms,19993.45
40,100,30000,11,1.07ms,2.08ms,29991.95
40,100,50000,11,1.10ms,2.30ms,49985.57
40,100,60000,11,616.45ms,964.61ms,58161.91
40,100,70000,11,3.41s,5.08s,58064.90
40,100,80000,11,5.44s,8.11s,58208.42
40,100,90000,11,7.08s,10.55s,58108.77
40,100,100000,11,8.40s,12.51s,58015.15
40,100,150000,11,12.27s,18.24s,58163.19
40,100,200000,11,14.18s,21.14s,58170.12
