Threads,Concurrency,Request,File_k,50th_latency,99th_latency,Throughput
40,100,20000,11,0.97,1.97,19993.81
40,100,30000,11,1.02,2.04,29991.27
40,100,50000,11,0.96,1.95,49986.46
40,100,60000,11,0.97,2.05,59982.58
40,100,70000,11,0.92,2.25,69980.18
40,100,80000,11,1.04,3.18,79977.21
40,100,90000,11,1.10,3.15,89823.95
40,100,100000,11,1.13,4.25,99970.74
40,100,150000,11,1.43,300.54,149953.69
40,100,200000,11,4.21,214.40,135165.77
